pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
subjection	 n. 隶属；服从；征服
disorder	 n. 混乱；骚乱 v. 使失调；扰乱
accustomed	 adj. 习惯的；通常的；独有的 v. 使习惯于（accustom的过去分词）
rebuff	 n. 断然拒绝；回绝；漠不关心 v. 断然拒绝
aerate	 v. 充气；让空气进入；使暴露于空气中
deteriorate	 v. 恶化，变坏
miasma	 n. 瘴气；臭气；不良影响
bile	 n. 胆汁；愤怒
auricular	 adj. 耳的；耳状的
bilk	 v. 欺骗，诈骗；使受挫折；赖帐 n. 诈骗；骗子；赖帐
evidence	 n. 证据，证明；迹象；明显 v. 证明
stimulus	 n. 刺激；激励；刺激物
credo	 n. 信条，教义
blaze	 v. 在树皮上刻路标；公开宣布 n. 火焰，烈火；光辉；情感爆发
embargo	 v. 禁止出入港口；禁止或限制贸易；征用或扣押 n. 禁令；禁止；封港令
algae	 n. [植] 藻类；[植] 海藻
vacate	 v. 空出，腾出；辞职；休假
blight	 n. 枯萎病；荒芜 v. 破坏；使…枯萎
gallant	 adj. 英勇的，勇敢的；华丽的；雄伟的 n. (Gallant)人名；(法)加朗；(英)加伦特
vocative	 adj. 呼格的；称呼的 n. 呼格
homily	 n. 说教；训诫
complementary	 adj. 补足的，补充的
predominant	 adj. 主要的；卓越的；支配的；有力的；有影响的
derange	 v. 扰乱；使错乱；使发狂
emphasize	 v. 强调，着重
timorous	 adj. 胆怯的；胆小的；羞怯的
complaint	 n. 抱怨；诉苦；疾病；委屈
indistinct	 adj. 模糊的，不清楚的；朦胧的；难以清楚辨认的
impenitent	 n. 顽固的人；不知悔改的人 adj. 顽固的；不知悔改的
law	 n. 法律；规律；法治；法学；诉讼；司法界 vi. 起诉；控告 vt. 控告；对…起诉
coax	 v. 哄；哄诱；慢慢将…弄好
precision	 n. 精度，[数] 精密度；精确 adj. 精密的，精确的
constant	 adj. 不变的；恒定的；经常的 n. [数] 常数；恒量
witchcraft	 n. 巫术；魔法
amiable	 adj. 和蔼可亲的，亲切的 n. (Amiable)人名；(法)阿米亚布勒；(英)阿米娅布尔
maverick	 n. 没打烙印的动物；持不同意见的人 vt. 用不正当手段获取 vi. 迷途；背离 adj. 未打烙印的；行为不合常规的；特立独行的
disrupt	 v. 破坏；使瓦解；使分裂；使中断；使陷于混乱 adj. 分裂的，中断的；分散的
foible	 n. 弱点；小缺点；癖好
pseudonym	 n. 笔名；假名
acid	 n. 酸；<俚>迷幻药 adj. 酸的；讽刺的；刻薄的
source	 n. 来源；水源；原始资料
retrieve	 v. [计] 检索；恢复；重新得到 n. [计] 检索；恢复，取回
obligate	 v. 使负义务；强使，强迫；对…施以恩惠 adj. 有责任的，有义务的；必需的
botanize	 v. 研究植物；采集植物 n. 研究并采集植物
knighthood	 n. 骑士；骑士身份
vitamin	 n. [生化] 维生素；[生化] 维他命
meager	 adj. 贫乏的；瘦的 n. 兆
thermal	 adj. 热的；热量的；保热的 n. 上升的热气流
plaudit	 n. 喝彩；赞美
shrubbery	 n. 灌木；[林] 灌木林
deliberate	 adj. 故意的；深思熟虑的；从容的 v. 仔细考虑；商议
habitable	 adj. 可居住的；适于居住的
brotherhood	 n. 兄弟关系；手足情谊；四海之内皆兄弟的信念
acne	 n. [皮肤] 痤疮，[皮肤] 粉刺
cue	 n. 提示，暗示；线索 v. 给…暗示
convey	 v. 传达；运输；让与
troubadour	 n. 行吟诗人；民谣歌手
undersize	 adj. 不够大的；小于一般尺寸的 n. 尺寸不足
rotation	 n. 旋转；循环，轮流
audacious	 adj. 无畏的；鲁莽的
redound	 v. 有助于；报偿，报应；被转移
intolerable	 adj. 无法忍受的；难耐的
dispel	 v. 驱散，驱逐；消除（烦恼等）
wile	 vt. 欺骗，诱骗；消遣 n. 诡计，阴谋
maudlin	 adj. 感情脆弱的；容易流泪的；酒后伤感的 n. 伤感；易流泪
reproof	 n. 责备；谴责
luminary	 n. 发光体；杰出人物；知识渊博的人
numerous	 adj. 许多的，很多的
privacy	 n. 隐私；秘密；隐居；隐居处
secretive	 adj. 秘密的；偷偷摸摸的；促进分泌的
antenna	 n. [电讯] 天线；[动] 触角，[昆] 触须
reconsider	 v. 重新考虑；重新审议
wily	 adj. 狡猾的；诡计多端的 n. (Wily)人名；(英)威利
compliant	 adj. 顺从的；服从的；应允的
forbearance	 n. 自制，忍耐；宽容
dehydration	 n. 脱水
gypsy	 n. 吉卜赛人；吉卜赛语；像吉布赛的人；歌舞剧中的歌舞队员 adj. 象吉卜赛人的；吉卜赛人的；无照的 vi. 流浪
incident	 n. 事件，事变；插曲 adj. [光] 入射的；附带的；易发生的，伴随而来的
virtual	 adj. [计] 虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
foresight	 n. 先见，远见；预见；深谋远虑
debacle	 n. 崩溃；灾害；解冻
entangle	 v. 使纠缠；卷入；使混乱
playful	 adj. 开玩笑的；幽默的；爱嬉戏的
lecherous	 adj. 好色的；淫荡的；引起淫欲的
beatitude	 n. 祝福；至福
preceding	 adj. 在前的；前述的 v. 在之前（precede的ing形式）
quip	 n. 妙语；嘲弄；讽刺语 v. 嘲弄；讥讽
dexterity	 n. 灵巧；敏捷；机敏
susceptible	 adj. 易受影响的；易感动的；容许…的 n. 易得病的人
predatory	 adj. 掠夺的，掠夺成性的；食肉的；捕食生物的
excavate	 v. 挖掘；开凿
symbolize	 v. 象征；用符号表现
perplexing	 adj. 复杂的，令人费解的；令人困惑的
depot	 n. 仓库；停车场；航空站 vt. 把…存放在储藏处 adj. 药性持久的
macabre	 adj. 可怕的；以死亡为主题的；令人毛骨悚然的（等于macaber）
probability	 n. 可能性；机率；[数] 或然率
introvert	 v. 使内向；使内倾；使内弯 n. 内向的人；内翻的东西
ardor	 n. 热情；狂热；灼热
primitive	 adj. 原始的，远古的；简单的，粗糙的 n. 原始人
baffle	 v. 使…困惑；使…受挫折；用挡板控制 n. 挡板；困惑
fertile	 adj. 富饶的，肥沃的；能生育的
portion	 n. 部分；一份；命运 v. 分配；给…嫁妆
reactionary	 adj. 保守的，反动的；反动主义的；反对改革的 n. 反动分子；反动派；保守派
diversity	 n. 多样性；差异
hone	 n. 磨刀石；想念；抱怨 v. 用磨刀石磨
unfavorable	 adj. 不宜的；令人不快的；不顺利的
vendor	 n. 卖主；小贩；供应商；[贸易] 自动售货机
acme	 n. 顶点，极点；最高点
yummy	 adj. 好吃的；美味的；愉快的 n. 美味的东西；令人喜爱的东西
amenity	 n. 舒适；礼仪；愉快；便利设施
populous	 adj. 人口稠密的；人口多的
verisimilar	 adj. 好像是真的
workmanship	 n. 手艺，工艺；技巧
frequent	 adj. 频繁的；时常发生的；惯常的 v. 常到，常去；时常出入于
anomaly	 n. 异常；不规则；反常事物
extraordinary	 adj. 非凡的；特别的；离奇的；临时的；特派的
secede	 v. 脱离；退出
outcry	 n. 强烈抗议；大声疾呼；尖叫；倒彩
gainsay	 v. 反驳；否定 n. 否认；反对
magnification	 n. 放大；放大率；放大的复制品
littoral	 adj. 沿海的；海滨的 n. 沿海地区（等于litora）
omission	 n. 疏忽，遗漏；省略；冗长
inflammatory	 adj. 炎症性的；煽动性的；激动的
auricle	 n. 耳廓；外耳；心耳
devour	 v. 吞食；毁灭
asexual	 adj. [生物] 无性的；无性生殖的
recalcitrant	 adj. 反抗的；反对的；顽强的 n. 顽抗者；不服从的人
debunk	 v. 揭穿；拆穿…的假面具；暴露
carnivorous	 adj. 食肉的；肉食性的
embroil	 v. 使卷入；使混乱
narrative	 n. 叙述；故事；讲述 adj. 叙事的，叙述的；叙事体的
segment	 v. 分割 n. 段；部分
variation	 n. 变化；[生物] 变异，变种
defect	 n. 缺点，缺陷；不足之处 v. 变节；叛变
aforesaid	 adj. 前述的，上述的
exert	 v. 运用，发挥；施以影响
revoke	 v. 撤回，取消；废除 n. 有牌不跟
ambivalent	 adj. 矛盾的；好恶相克的
vocation	 n. 职业；天职；天命；神召
peerless	 adj. 无与伦比的；出类拔萃的；无比的
preferable	 adj. 更好的，更可取的；更合意的
presumption	 n. 放肆，傲慢；推测
census	 v. 实施统计调查 n. 人口普查，人口调查
minus	 prep. 减，减去 n. 负号，减号；不足；负数 adj. 减的；负的
tirade	 n. 激烈的长篇演说
labyrinth	 n. 迷宫；[解剖] 迷路；难解的事物
circumnavigate	 v. 环航
empower	 v. 授权，允许；使能够
depth	 n. [海洋] 深度；深奥
condemn	 v. 谴责；判刑，定罪；声讨
fainthearted	 adj. 懦弱的，胆小的；无精神的
panic	 n. 恐慌，惊慌；大恐慌 adj. 恐慌的；没有理由的 v. 使恐慌
synthesize	 v. 合成；综合
intricate	 adj. 复杂的；错综的，缠结的
remnant	 n. 剩余 adj. 剩余的
acerbic	 adj. 尖刻的（等于acerb）；酸的；辛辣的
aeronautics	 n. 航空学；飞行术
laconic	 adj. 简洁的，简明的
misbehavior	 n. 品行不端；不礼貌（等于misbehaviour）
randomly	 adv. 随便地，任意地；无目的地，胡乱地；未加计划地
ultimatum	 n. 最后通牒；最后结论；基本原理
reassure	 v. 使…安心，使消除疑虑
lackadaisical	 adj. 懒洋洋的；无精打采的；伤感的
anterior	 adj. 前面的；先前的
affray	 n. 滋事；骚乱；争论
erode	 v. 腐蚀，侵蚀
potion	 n. 一剂；一服；饮剂
sedentary	 adj. 久坐的；坐惯的；定栖的；静坐的
animadversion	 n. 批评；非难；评语
misinterpret	 v. 曲解，误解
alto	 n. 女低音；男声最高音；中音乐器 adj. 中音部的
leaflet	 n. 小叶；传单
interpose	 v. 提出（异议等）；使插入；使干涉
anemometer	 n. 风力计，[气象] 风速计
munificent	 adj. 慷慨的；丰厚的；宽宏的
vocabulary	 n. 词汇；词表；词汇量
bawl	 v. 大叫；放声痛哭 n. 叫骂声
demographic	 adj. 人口统计学的；人口学的
blazon	 v. 宣布；装饰 n. 纹章；描绘
laggard	 adj. 落后的；迟钝的；迟缓的 n. 落后者；迟钝者
excoriate	 v. 严厉的责难；擦破的皮肤
convenient	 adj. 方便的；[废语]适当的；[口语]近便的；实用的
genial	 adj. 亲切的，友好的；和蔼的；适宜的
subterfuge	 n. 托词；借口；诡计
meditate	 v. 考虑；计划；企图
characteristic	 adj. 典型的；特有的；表示特性的 n. 特征；特性；特色
bungle	 v. 笨手笨脚地做；把…搞糟 n. 粗劣；失败；笨拙
aspire	 v. 渴望；立志；追求
drudgery	 n. 苦工，苦差事
photosynthesis	 n. 光合作用
disclaim	 v. 否认，拒绝；放弃，弃权；拒绝承认
insulator	 n. [物] 绝缘体；从事绝缘工作的工人
inevitable	 adj. 必然的，不可避免的
enrapture	 v. 使狂喜；使著迷
baldness	 n. 光秃；率直；枯燥
equipment	 n. 设备，装备；器材
abject	 adj. 卑鄙的；可怜的；不幸的；（境况）凄惨的，绝望的
dissension	 n. 纠纷；意见不合；争吵；倾轧
validate	 v. 证实，验证；确认；使生效
utopian	 adj. 乌托邦的；空想的；理想化的 n. 空想家；乌托邦的居民
vertigo	 n. 晕头转向，[临床] 眩晕
recruit	 n. 招聘；新兵；新成员 v. 补充；聘用；征募；使…恢复健康
sear	 v. 烤焦；使…枯萎 adj. 枯萎的；烤焦的 n. 烙印；烧焦痕迹
beset	 v. 困扰；镶嵌；围绕
battalion	 n. 营，军营；军队，部队
torpor	 n. 不活泼；麻木；懒散，迟缓
rigorous	 adj. 严格的，严厉的；严密的；严酷的
stupendous	 adj. 惊人的；巨大的
commission	 n. 委员会；佣金；犯；委任；委任状 v. 委任；使服役；委托制作
bureau	 n. 局，处；衣柜；办公桌
barring	 prep. 除非；不包括；除…以外 v. 阻拦（bar的ing形式） n. (Barring)人名；(德)巴林
fickle	 adj. 浮躁的；易变的；变幻无常的
gnash	 v. 咬牙切齿 n. 咬
ignoble	 adj. 不光彩的；卑鄙的；卑贱的
static	 adj. 静态的；静电的；静力的 n. 静电；静电干扰
vexation	 n. 苦恼；恼怒；令人烦恼的事
insensate	 adj. 无感觉的；无情的；无生命的
hamper	 v. 妨碍；束缚；使困累 n. 食盒，食篮；阻碍物
narcissism	 n. [心理] 自恋，自我陶醉
conscious	 adj. 意识到的；故意的；神志清醒的
aloof	 adj. 冷淡的；远离的；冷漠的 adv. 远离；避开地
antecede	 v. 在之前；胜过；居前
exaggerate	 v. 使扩大；使增大
graphic	 adj. 形象的；图表的；绘画似的
expatriate	 v. 使移居国外；流放，放逐；使放弃国籍 n. 被流放者；移居国外者 adj. 移居国外的；被流放的
daunt	 v. 使气馁，使畏缩；威吓 n. (Daunt)人名；(英)当特
adorn	 v. 装饰；使生色 n. (Adorn)人名；(泰)阿隆
subdivide	 v. 细分，再分
resurgent	 adj. 复活的；复苏的 n. 复活者
apposite	 adj. 适当的；贴切的
remission	 n. 缓解；宽恕；豁免
serviceable	 adj. 有用的，可供使用的；耐用的
lengthy	 adj. 漫长的，冗长的；啰唆的
kismet	 n. 天命；命运
immutable	 adj. 不变的；不可变的；不能变的
pedestal	 n. 基架，基座；基础 vt. 搁在台上；支持；加座
unsavoury	 adj. 难吃的；令人讨厌的
proficient	 adj. 熟练的，精通的 n. 精通；专家，能手
license	 n. 执照，许可证；特许 v. 许可；特许；发许可证给
communicative	 adj. 交际的；爱说话的，健谈的；无隐讳交谈的
landlord	 n. 房东，老板；地主
diffusion	 n. 扩散，传播；[光] 漫射
lifetime	 n. 一生；寿命；终生；使用期 adj. 一生的；终身的
autumnal	 adj. 秋天的；已过中年的
plaintiff	 n. 原告
seed	 n. 种子；根据；精液；萌芽；子孙；原由 v. 播种；结实；成熟；去…籽
litigious	 adj. 好诉讼的；好争论的
oxide	 n. [化学] 氧化物
prevaricate	 v. 搪塞；支吾其辞，闪烁其辞
original	 n. 原件；原作；原物；原型 adj. 原始的；最初的；独创的；新颖的
periodicity	 n. [数] 周期性；频率；定期性
suppress	 v. 抑制；镇压；废止
orifice	 n. [机] 孔口
auditory	 n. 听众；礼堂 adj. 听觉的；耳朵的
implicate	 v. 使卷入；涉及；暗指；影响
progeny	 n. 子孙；后裔；成果
synonym	 n. 同义词；同义字
doctrinaire	 adj. 教条主义的；空谈理论的 n. 教条主义者；空论家，纯理论家
coy	 adj. 腼腆的；忸怩作态的；怕羞的 vi. 忸怩作态 vt. 爱抚 n. (Coy)人名；(法)库瓦；(英、德、西)科伊
discretion	 n. 自由裁量权；谨慎；判断力；判定；考虑周到
somnolent	 adj. 催眠的，想睡的
rapprochement	 n. 友好；恢复邦交；友善关系的建立
compunction	 n. 悔恨，后悔；内疚
acquiesce	 v. 默许；勉强同意
scrupulous	 adj. 细心的；小心谨慎的；一丝不苟的
resilient	 adj. 弹回的，有弹力的
vibration	 n. 振动；犹豫；心灵感应
replica	 n. 复制品，复制物
devious	 adj. 偏僻的；弯曲的；不光明正大的
cacophonous	 adj. 粗腔横调的；发音不和谐的
dauntless	 adj. 无畏的；勇敢的；不屈不挠的
prudent	 adj. 谨慎的；精明的；节俭的 n. (Prudent)人名；(法)普吕当
cylinder	 n. 圆筒；汽缸；[数] 柱面；圆柱状物
beneficent	 adj. 慈善的；善行的
vehement	 adj. 激烈的，猛烈的；热烈的
period	 n. 周期，期间；时期；月经；课时；（语法学）句点，句号 adj. 某一时代的
scribe	 n. 抄写员；作家；划线器 v. 写下，记下；用划线器划
thesis	 n. 论文；论点
ambrosial	 adj. 特别美味的；芬香的
prankster	 n. 爱开玩笑的人；顽皮的人；恶作剧的人
sound	 v. 听（诊）；测量，测…深；使发声；试探；宣告 n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的，健康的；合理的；可靠的；有效彻底的 adv. 彻底地，充分地
crest	 n. [物] 波峰；冠；山顶；顶饰 v. 到达绝顶；形成浪峰
simile	 n. 明喻；直喻
neutron	 n. [核] 中子
abomination	 n. 厌恶；憎恨；令人厌恶的事物
christen	 v. 为…命名；为…施洗礼 n. (Christen)人名；(法、德、西、丹、挪)克里斯滕；(英)克里森
exorbitant	 adj. （要价等）过高的；（性格等）过分的；不在法律范围之内的
acreage	 n. 面积，英亩数
hurricane	 n. 飓风，暴风
hirsute	 adj. 多毛的；[昆] 有粗毛的
arrant	 adj. 极恶的；声名狼藉的；彻头彻尾的
glycerol	 n. [有化] 甘油；丙三醇
clairvoyance	 n. 千里眼；异常的洞察力
telepathy	 n. 心灵感应；传心术
inspire	 v. 激发；鼓舞；启示；产生；使生灵感
censor	 v. 审查，检查；检查和删节 n. 检查员；[心理] 潜意识压抑力；信件检查员
profile	 n. 侧面；轮廓；外形；剖面；简况 v. 描…的轮廓；扼要描述
reactor	 n. [化工] 反应器；[核] 反应堆；起反应的人
contrition	 n. 痛悔；悔悟
unilateral	 adj. 单边的；[植] 单侧的；单方面的；单边音；（父母）单系的
vernal	 adj. 春天的；和煦的；青春的
condensation	 n. 冷凝；凝结；压缩；缩合聚合
callow	 adj. 年轻而无经验的；羽毛未丰的 n. (Callow)人名；(英)卡洛
fluent	 adj. 流畅的，流利的；液态的；畅流的
cabinet	 n. 内阁；橱柜；展览艺术品的小陈列室 adj. 内阁的；私下的，秘密的
approval	 n. 批准；认可；赞成
avocation	 n. 副业；业余爱好；嗜好
precession	 n. 岁差（等于precession of the equinoxes）；先行；优先
coincidence	 n. 巧合；一致；同时发生
arboreal	 adj. 树木的；栖息在树上的
exploit	 v. 开发，开拓；剥削；开采 n. 勋绩；功绩
unit	 n. 单位，单元；装置；[军] 部队；部件
misadventure	 n. 灾难；不幸遭遇
nationality	 n. 国籍，国家；民族；部落
valedictory	 adj. 告别的 n. 告别辞
usage	 n. 使用；用法；惯例
cleanliness	 n. 清洁
gossamer	 n. 蛛丝；薄纱；小蜘蛛网 adj. 轻飘飘的；薄弱的
purgatory	 n. 炼狱；涤罪；暂时的苦难 adj. 涤罪的（等于purgative）
felonious	 adj. 凶恶的；重罪的；极恶的
melodrama	 n. 情节剧；音乐剧；耸人听闻的事件，闹剧
trapezoid	 n. [数] 梯形；[数] 不规则四边形 adj. 梯形的；[数] 不规则四边形的
deficit	 n. 赤字；不足额
dissimilar	 adj. 不同的
brokerage	 n. 佣金；回扣；中间人业务
fracture	 n. 破裂，断裂；[外科] 骨折 v. 破裂；折断
modest	 adj. 谦虚的，谦逊的；适度的；端庄的；羞怯的 n. (Modest)人名；(罗)莫代斯特；(德)莫德斯特；(俄)莫杰斯特
vaporize	 v. 蒸发
prolix	 adj. 冗长的；说话啰嗦的
spectroscope	 n. [光] 分光镜
elocutionist	 n. 演说家；雄辩家；朗诵者
jocular	 adj. 爱开玩笑的；打趣的；滑稽的
focus	 n. 焦点；中心；清晰；焦距 v. 使集中；使聚焦
unused	 adj. 不用的；从未用过的
betrothal	 n. 订婚；婚约
setback	 n. 挫折；退步；逆流
stimulant	 n. [药] 兴奋剂；刺激物；酒精饮料 adj. 激励的；使人兴奋的
dwindle	 v. 减少；变小
greedy	 adj. 贪婪的；贪吃的；渴望的
slender	 adj. 细长的；苗条的；微薄的
outcast	 n. 流浪的人；被驱逐的人 adj. 被遗弃的；无家可归的；被逐出的
curtail	 v. 缩减；剪短；剥夺…特权等
logical	 adj. 合逻辑的，合理的；逻辑学的
transact	 v. 交易；谈判
amenable	 adj. 有责任的：顺从的，服从的；有义务的；经得起检验的
utilize	 v. 利用
educe	 v. 引出；演绎；使显出
loathe	 v. 讨厌，厌恶
foment	 v. 煽动；挑起；热敷
judicious	 adj. 明智的；头脑精明的；判断正确的
straightforward	 adj. 简单的；坦率的；明确的；径直的 adv. 直截了当地；坦率地
anarchy	 n. 无政府状态；混乱；无秩序
polarization	 n. 极化；偏振；两极分化
emancipate	 v. 解放；释放
funnel	 n. 漏斗；烟囱 v. 通过漏斗或烟囱等；使成漏斗形
miscreant	 adj. 异端的；邪道的；极恶的 n. 异端；恶棍；罪大恶极之人
parentage	 n. 出身；亲子关系；门第；起源
torpid	 adj. 迟钝的，迟缓的；不活泼的；麻痹的；[生物] 蛰伏的
galvanize	 v. 镀锌；通电；刺激
pandemic	 adj. （疾病等）（全国、全球i）流行的；普遍的 n. 流行性疾病
antonym	 n. [语] 反义词
gusto	 n. 爱好；由衷的高兴；嗜好
zealot	 n. 狂热者；犹太教狂热信徒
lifelong	 adj. 终身的
gibber	 v. 喋喋而言；胡扯 n. 三棱石；无法听懂的话
furrow	 n. 皱纹；犁沟；车辙 v. 犁；耕；弄绉
mirror	 n. 镜子；真实的写照；榜样 v. 反射；反映
sardonic	 adj. 讽刺的；嘲笑的，冷笑的
ravenous	 adj. 贪婪的；渴望的；狼吞虎咽的
remorseless	 adj. 冷酷的；不知过错的；坚持不懈的；不屈不挠的
chloroplast	 n. [植] 叶绿体
balk	 n. 障碍；错误 v. 阻止；推诿；错过
penetrate	 v. 渗透；穿透；洞察
cache	 n. 电脑高速缓冲存储器；贮存物；隐藏处 v. 隐藏；窖藏
bale	 n. 包；捆；灾祸；不幸 v. 将打包
nurture	 v. 养育；鼓励；培植 n. 养育；教养；营养物
levity	 n. 多变；轻浮；轻率；不稳定
practicable	 adj. 可用的；行得通的；可实行的
transplant	 v. 移植；迁移；使移居 n. 移植；移植器官；被移植物；移居者
leg	 n. 腿；支柱
omnipresent	 adj. 无所不在的
nickel	 n. 镍；镍币；五分镍币 v. 镀镍于
bland	 adj. 乏味的；温和的；冷漠的 vt. 使…变得淡而无味；除掉…的特性 vi. 变得平淡无奇；丧失特性 n. (Bland)人名；(英)布兰德
overleap	 v. 越过；跳过；忽略
fractious	 adj. 易怒的；倔强的，难以对待的
carbohydrate	 n. [有化] 碳水化合物；[有化] 糖类
lethal	 adj. 致命的，致死的 n. 致死因子
radar	 n. [雷达] 雷达，无线电探测器
remote	 adj. 遥远的；偏僻的；疏远的 n. 远程
chord	 n. 弦；和弦；香水的基调
explode	 v. 爆炸，爆发；激增
commonplace	 n. 老生常谈；司空见惯的事；普通的东西 adj. 平凡的；陈腐的
synchronous	 adj. 同步的；同时的
deceive	 v. 欺骗；行骗
antibiotics	 n. [药] 抗生素；抗生学
parochial	 adj. 教区的；狭小的；地方范围的
status	 n. 地位；状态；情形；重要身份
herald	 n. 预兆，征兆；先驱；传令官；报信者 v. 通报；预示…的来临
literature	 n. 文学；文献；文艺；著作
limitation	 n. 限制；限度；极限；追诉时效；有效期限；缺陷
biography	 n. 传记；档案；个人简介
insensible	 adj. 昏迷的；无知觉的；麻木不仁的
endurable	 adj. 能忍耐的；可忍受的；能持久的
preparatory	 adj. 预备的 n. 预科；预备学校
wavelength	 n. [物] 波长
statue	 n. 雕像，塑像 vt. 以雕像装饰
barren	 adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的 n. 荒地
transitory	 adj. 短暂的，暂时的；瞬息的
presentiment	 n. 预感
unkempt	 adj. 蓬乱的，不整洁的；（言语等）粗野的
legislate	 v. 用立法规定；通过立法
barrel	 v. 把……装入桶内 n. 桶；枪管，炮管
output	 n. 输出，输出量；产量；出产 v. 输出
antemundane	 世界形成前的
delineate	 v. 描绘；描写；画…的轮廓
ferocious	 adj. 残忍的；惊人的
laudable	 adj. 值得赞赏的
anticyclone	 n. 反气旋，反旋风；高气压
manometer	 n. 压力计；[流] 测压计；血压计
convert	 v. 使转变；转换…；使…改变信仰 n. 皈依者；改变宗教信仰者
desertification	 n. （土壤）荒漠化；沙漠化（等于desertization）
proscribe	 v. 剥夺……的公权；禁止
solution	 n. 解决方案；溶液；溶解；解答
modicum	 n. 少量，一点点
beatify	 v. 行宣福礼；使享福
transfigure	 v. 使变形；使改观；美化；理想化
veneer	 n. 外表；虚饰；饰面；胶合板的一层；薄木片 v. 胶合；虚饰；给…镶以饰片
devoid	 adj. 缺乏的；全无的
affair	 n. 事情；事务；私事；（尤指关系不长久的）风流韵事
carnivore	 n. [动] 食肉动物；食虫植物
pellucid	 adj. 透明的；清晰的；明了的
blase	 adj. 玩厌了的，厌烦于享乐的 n. (Blase)人名；(德)布拉泽；(法)布拉斯
transverse	 adj. 横向的；横断的；贯轴的 n. 横断面；贯轴；横肌
veracious	 adj. 诚实的；真实的
coalescence	 n. 合并；联合；接合
purport	 v. 声称；意图；意指；打算 n. 意义，主旨；意图
participate	 v. 参与，参加；分享
ceremonious	 adj. 隆重的；讲究仪式的；正式的
unspeakable	 adj. 无法形容的；不能以言语表达的；坏透了的
anachronism	 n. 时代错误；不合潮流的人或物
abnormal	 adj. 反常的，不规则的；变态的
pressure	 n. 压力；压迫，[物] 压强 v. 迫使；密封；使……增压
palpable	 adj. 明显的；可感知的；易觉察的
excerpt	 n. 摘录，引用 v. 引用，摘录
aerial	 adj. 空中的，航空的；空气的；空想的 n. [电讯] 天线
embarrass	 v. 使局促不安；使困窘；阻碍
kinsfolk	 n. 亲属；家属
regimen	 n. [医] 养生法；生活规则；政体；支配
Calvinism	 n. 加尔文主义；加尔文教派
ampere	 n. 安培（计算电流强度的标准单位）
coil	 v. 盘绕，把…卷成圈 n. 线圈；卷
hesitation	 n. 犹豫
berth	 n. 卧铺；停泊处，锚位；差事 v. 使……停泊；为……提供铺位
evict	 v. 驱逐；逐出
punitive	 adj. 惩罚性的；刑罚的
ebb	 n. 衰退；退潮；衰落 v. 衰退；减少；衰落；潮退
revelation	 n. 启示；揭露；出乎意料的事；被揭露的真相
triumph	 n. 胜利，凯旋；欢欣 v. 获得胜利，成功
oblivious	 adj. 遗忘的；健忘的；不注意的；不知道的
principal	 adj. 主要的；资本的 n. 首长；校长；资本；当事人
spider	 n. 蜘蛛；设圈套者；三脚架
tremor	 n. [医] 震颤；颤动
frantic	 adj. 狂乱的，疯狂的
conduit	 n. [电] 导管；沟渠；导水管
pyre	 n. 火葬用的柴堆
duplicity	 n. 口是心非；表里不一；不诚实
conflagration	 n. 大火；快速燃烧；突发；冲突
supplicant	 n. 恳求者，乞求者
tutorship	 n. 辅导；教师职位
capitulate	 v. 认输，屈服；屈从，停止反抗；有条件投降；让步
despotic	 adj. 暴虐的，暴君的；专横的
withstand	 v. 抵挡；禁得起；反抗
stringent	 adj. 严格的；严厉的；紧缩的；短缺的
jubilation	 n. 喜欢；庆祝；欢呼
ratio	 n. 比率，比例
persuade	 v. 说服，劝说；使某人相信；劝某人做（不做）某事 adj. 空闲的，有闲的
upbraid	 v. 责骂；训斥
appendage	 n. 附加物；下属；[动][解剖] 附器（如植物的枝叶和动物的腿尾）
averse	 adj. 反对的；不愿意的
senator	 n. 参议员；（古罗马的）元老院议员；评议员，理事
ingratiate	 v. 使迎合；使讨好；使逢迎
exuberant	 adj. 繁茂的；生气勃勃的，充溢的
perjure	 v. 作伪证；使发伪誓；使破坏誓言
nude	 adj. 裸的，裸体的；无装饰的；与生俱有的 n. 裸体；裸体画
peak	 n. 山峰；最高点；顶点；帽舌 v. 使达到最高点；使竖起 adj. 最高的；最大值的
reprieve	 v. 缓期执行；暂时解救 n. 暂缓；缓刑
ignominious	 adj. 可耻的；下流的
midway	 n. 中途；娱乐场 adj. 中途的 adv. 中途
affluence	 n. 富裕；丰富；流入；汇聚
emaciated	 adj. 瘦弱的；憔悴的 v. 憔悴；消瘦下去（emaciate的过去分词）
aqueduct	 n. [水利] 渡槽；导水管；沟渠
collage	 n. 抽象拚贴画（用报纸、布、压平的花等碎片拼合而成的） vt. 把…创作成拼贴画，拼贴
unveil	 v. 使公之于众，揭开；揭幕
disastrous	 adj. 灾难性的；损失惨重的；悲伤的
vestige	 n. 遗迹；残余；退化的器官
tabulate	 adj. 平板状的；有平面的 v. 使成平面；把…制成表格
needlework	 n. 刺绣，缝纫；女红的作品
fraternal	 adj. 兄弟般的；友好的
commemorate	 v. 庆祝，纪念；成为…的纪念
repine	 v. 抱怨；不满
unanimous	 adj. 全体一致的；意见一致的；无异议的
alienate	 v. 使疏远，离间；让与
unscrupulous	 adj. 肆无忌惮的；寡廉鲜耻的；不讲道德的
